NCT Number,Study URL,Study Status,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,First Posted,Last Update Posted,Duration_Days,Binary_Values,Participants
NCT04673461,https://clinicaltrials.gov/study/NCT04673461,1.0,0,"ADULT, OLDER_ADULT",2,-0.10852564102579298,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-07-31,2023-10-31,2020-12-17,2023-08-24,0.7580919851664317,1,110.0
NCT04674137,https://clinicaltrials.gov/study/NCT04674137,1.0,0,"ADULT, OLDER_ADULT",2,-0.13936858977658637,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-12-16,2021-08-27,2020-12-19,2021-09-22,-0.7732527018974867,1,70.0
NCT04675242,https://clinicaltrials.gov/study/NCT04675242,1.0,0,"ADULT, OLDER_ADULT",2,-0.020623237086031913,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-12-14,2021-06-30,2020-12-19,2023-06-18,-0.865166209373992,1,224.0
NCT04678206,https://clinicaltrials.gov/study/NCT04678206,1.0,0,"ADULT, OLDER_ADULT",2,0.04568910272817381,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-12-07,2021-11-02,2020-12-21,2021-12-13,-0.648512941750801,1,310.0
NCT04679883,https://clinicaltrials.gov/study/NCT04679883,1.0,0,"ADULT, OLDER_ADULT",2,-0.11700745193226117,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-01,2022-04-30,2020-12-22,2021-01-06,-0.5434689332062235,1,99.0
NCT04680988,https://clinicaltrials.gov/study/NCT04680988,1.0,1,"ADULT, OLDER_ADULT",2,-0.043755448649126935,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-04-05,2023-06-30,2020-12-23,2022-11-15,0.14916499813458417,1,194.0
NCT04684914,https://clinicaltrials.gov/study/NCT04684914,0.0,0,"ADULT, OLDER_ADULT",2,-0.1262603365574992,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-12-26,2024-04-17,2020-12-28,2024-05-29,0.7925595504701212,1,87.0
NCT04687059,https://clinicaltrials.gov/study/NCT04687059,1.0,0,"ADULT, OLDER_ADULT",3,-0.10158597755686448,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-10-19,2021-10-28,2020-12-29,2022-01-19,-0.5762951858764039,1,119.0
NCT04688671,https://clinicaltrials.gov/study/NCT04688671,1.0,0,"ADULT, OLDER_ADULT",2,-0.06457443905591245,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-11-09,2022-02-18,2020-12-30,2023-11-07,-0.42529442359357383,1,167.0
NCT04690335,https://clinicaltrials.gov/study/NCT04690335,1.0,0,ADULT,2,-0.1470793269642847,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-12-29,2021-09-09,2020-12-30,2022-08-04,-0.7732527018974867,1,60.0
NCT04693286,https://clinicaltrials.gov/study/NCT04693286,1.0,0,CHILD,2,0.06111057710357049,3,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-09-21,2021-08-30,2021-01-05,2022-08-30,-0.6271758775151837,1,330.0
NCT04693507,https://clinicaltrials.gov/study/NCT04693507,1.0,2,"ADULT, OLDER_ADULT",2,-0.15479006415198304,0,1,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-03-04,2023-02-06,2021-01-05,2024-07-23,-0.034662016818426386,1,50.0
NCT04696055,https://clinicaltrials.gov/study/NCT04696055,1.0,0,"ADULT, OLDER_ADULT",2,-0.1200917468073405,0,1,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-02-03,2024-04-23,2021-01-06,2024-05-01,0.7383962335643234,1,95.0
NCT04701502,https://clinicaltrials.gov/study/NCT04701502,1.0,0,"ADULT, OLDER_ADULT",2,-0.1470793269642847,0,1,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-11-09,2021-02-15,2021-01-08,2021-10-21,-1.0292974727248942,1,60.0
NCT04701658,https://clinicaltrials.gov/study/NCT04701658,1.0,0,"CHILD, ADULT, OLDER_ADULT",2,-0.10929671474456283,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-02-01,2021-06-22,2021-01-08,2021-11-16,-0.9587210294840063,1,109.0
NCT04712669,https://clinicaltrials.gov/study/NCT04712669,1.0,0,"ADULT, OLDER_ADULT",2,-0.11006778846333266,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-03-15,2023-08-28,2021-01-15,2023-10-05,0.28047000881530604,1,108.0
NCT04713826,https://clinicaltrials.gov/study/NCT04713826,1.0,0,"ADULT, OLDER_ADULT",2,-0.12163389424488016,0,1,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-03-03,2021-11-11,2021-01-19,2022-10-26,-0.7748940145309957,1,93.0
NCT04716634,https://clinicaltrials.gov/study/NCT04716634,1.0,0,"ADULT, OLDER_ADULT",2,-0.12857355771380868,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-19,2024-02-22,2021-01-20,2024-10-23,0.5151777154070963,1,84.0
NCT04722666,https://clinicaltrials.gov/study/NCT04722666,0.0,0,"ADULT, OLDER_ADULT",2,-0.039129006336507934,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-07-20,2023-09-26,2021-01-25,2024-04-22,0.11962137073142176,1,200.0
NCT04727580,https://clinicaltrials.gov/study/NCT04727580,1.0,0,"ADULT, OLDER_ADULT",2,-0.11700745193226117,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-03-29,2022-06-29,2021-01-27,2024-11-25,-0.44006623729515504,1,99.0
NCT04727853,https://clinicaltrials.gov/study/NCT04727853,1.0,0,"ADULT, OLDER_ADULT",2,-0.1424528846516657,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-03-01,2022-04-26,2021-01-27,2024-07-10,-0.49915349210147986,1,66.0
NCT04729595,https://clinicaltrials.gov/study/NCT04729595,0.0,0,"ADULT, OLDER_ADULT",3,-0.002117467835555898,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-09-01,2022-09-21,2021-01-28,2022-12-06,-0.5582407469078047,1,248.0
NCT04734379,https://clinicaltrials.gov/study/NCT04734379,1.0,0,"ADULT, OLDER_ADULT",2,-0.18177764430892723,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-01-22,2023-11-30,2021-02-02,2022-06-03,0.5201016533076234,0,15.0
NCT04736810,https://clinicaltrials.gov/study/NCT04736810,1.0,0,"ADULT, OLDER_ADULT",2,-0.17175368596491938,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-03-04,2023-12-18,2021-02-03,2024-04-03,0.4823514627369158,0,28.0
NCT04737213,https://clinicaltrials.gov/study/NCT04737213,1.0,0,"ADULT, OLDER_ADULT",2,-0.1856330129027764,3,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-11-01,2021-12-01,2021-02-03,2021-02-03,-0.5418276205727145,0,10.0
NCT04738279,https://clinicaltrials.gov/study/NCT04738279,1.0,0,"ADULT, OLDER_ADULT",3,-0.17792227571507804,3,1,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: OTHER,2020-12-14,2021-10-30,2021-02-04,2023-10-03,-0.6649260680858912,0,20.0
NCT04738292,https://clinicaltrials.gov/study/NCT04738292,0.0,0,"ADULT, OLDER_ADULT",2,-0.18486193918400656,3,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-10-05,2023-05-15,2021-02-04,2024-05-03,-0.22669559493898206,0,11.0
NCT04752059,https://clinicaltrials.gov/study/NCT04752059,1.0,1,"ADULT, OLDER_ADULT",2,-0.18177764430892723,3,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-07-28,2023-05-01,2021-02-12,2023-05-12,0.4626557111348076,0,15.0
NCT04753164,https://clinicaltrials.gov/study/NCT04753164,1.0,0,ADULT,2,-0.08847772433777731,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-02-16,2022-03-25,2021-02-15,2023-03-31,-0.5303384321381513,1,136.0
NCT04762875,https://clinicaltrials.gov/study/NCT04762875,0.0,0,"ADULT, OLDER_ADULT",2,-0.1879462340590859,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-06-16,2022-03-14,2021-02-21,2024-11-06,-0.7453503871278333,0,7.0
NCT04773678,https://clinicaltrials.gov/study/NCT04773678,1.0,0,"ADULT, OLDER_ADULT",2,0.05494198735341182,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-05-11,2023-09-28,2021-02-26,2024-03-29,0.23779588034407143,1,322.0
NCT04774809,https://clinicaltrials.gov/study/NCT04774809,0.0,0,"ADULT, OLDER_ADULT",3,-0.13551322118273718,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-01-29,2022-03-21,2021-03-01,2022-07-13,0.0933603685952774,1,75.0
NCT04782024,https://clinicaltrials.gov/study/NCT04782024,1.0,0,ADULT,2,-0.08693557690023763,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2015-09-30,2016-11-04,2021-03-04,2021-04-26,-0.5319797447716603,1,138.0
NCT04784897,https://clinicaltrials.gov/study/NCT04784897,1.0,0,"ADULT, OLDER_ADULT",2,-0.10081490383809465,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-02-22,2021-07-30,2021-03-05,2022-09-16,-0.930818714714353,1,120.0
NCT04786340,https://clinicaltrials.gov/study/NCT04786340,1.0,0,"ADULT, OLDER_ADULT",2,-0.14862147440182435,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-11-20,2022-12-08,2021-03-08,2023-10-18,0.03755573905597062,1,58.0
NCT04791514,https://clinicaltrials.gov/study/NCT04791514,0.0,0,"ADULT, OLDER_ADULT",2,-0.1925726763717049,0,1,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-03-29,2022-08-26,2021-03-10,2023-09-22,-0.9439492157824251,0,1.0
NCT04794439,https://clinicaltrials.gov/study/NCT04794439,1.0,0,"ADULT, OLDER_ADULT",2,-0.13936858977658637,0,1,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-11-16,2020-12-18,2021-03-12,2021-03-12,-1.1376241065364898,1,70.0
NCT04795466,https://clinicaltrials.gov/study/NCT04795466,0.0,0,"ADULT, OLDER_ADULT",2,-0.1671272436523004,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-10-28,2024-03-07,2021-03-12,2024-05-10,0.22302406664249022,0,34.0
NCT04796623,https://clinicaltrials.gov/study/NCT04796623,1.0,1,"ADULT, OLDER_ADULT",2,-0.10081490383809465,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-02-04,2023-01-31,2021-03-15,2021-03-15,0.0014468611187721163,1,120.0
NCT04801836,https://clinicaltrials.gov/study/NCT04801836,1.0,0,"ADULT, OLDER_ADULT",2,-0.06842980764976163,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-11-19,2022-08-05,2021-03-17,2021-08-02,-0.1659670274991482,1,162.0
NCT04805398,https://clinicaltrials.gov/study/NCT04805398,1.0,0,"ADULT, OLDER_ADULT",2,-0.15016362183936402,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-06,2022-03-18,2021-03-18,2022-06-29,-0.6222519396146566,1,56.0
NCT04812535,https://clinicaltrials.gov/study/NCT04812535,0.0,0,"ADULT, OLDER_ADULT",2,-0.17406690712122888,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-06-01,2024-06-04,2021-03-23,2024-07-01,0.6136564734176376,0,25.0
NCT04814368,https://clinicaltrials.gov/study/NCT04814368,0.0,0,"ADULT, OLDER_ADULT",2,-0.17560905455876855,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-08-27,2024-06-24,2021-03-24,2024-08-13,0.5036885269725331,0,23.0
NCT04817111,https://clinicaltrials.gov/study/NCT04817111,1.0,0,ADULT,2,-0.1879462340590859,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2021-05-17,2022-05-19,2021-03-25,2023-07-17,-0.5877843743109671,0,7.0
NCT04819347,https://clinicaltrials.gov/study/NCT04819347,1.0,0,"ADULT, OLDER_ADULT",2,-0.1748379808399987,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-05-01,2022-12-01,2021-03-26,2021-03-26,-0.23982609600705426,0,24.0
NCT04819373,https://clinicaltrials.gov/study/NCT04819373,1.0,0,"ADULT, OLDER_ADULT",2,-0.1925726763717049,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-08-30,2023-05-01,2021-03-29,2023-06-18,-0.19058671700178356,0,1.0
NCT04826185,https://clinicaltrials.gov/study/NCT04826185,1.0,0,"ADULT, OLDER_ADULT",2,-0.14168181093289586,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-06-14,2023-09-18,2021-04-01,2024-04-23,0.1655781244696744,1,67.0
NCT04828161,https://clinicaltrials.gov/study/NCT04828161,0.0,0,"ADULT, OLDER_ADULT",3,0.12048325344884771,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-05-10,2022-01-27,2021-04-01,2023-01-18,-0.7601222008294145,1,407.0
NCT04836182,https://clinicaltrials.gov/study/NCT04836182,1.0,0,"ADULT, OLDER_ADULT",2,-0.13782644233904667,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-06-08,2023-01-11,2021-04-08,2023-09-11,-0.23490215810652718,1,72.0
NCT04836273,https://clinicaltrials.gov/study/NCT04836273,1.0,0,"ADULT, OLDER_ADULT",2,-0.1748379808399987,3,1,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-08-20,2022-12-15,2021-04-08,2023-02-02,-0.3990334214574295,0,24.0
NCT04836559,https://clinicaltrials.gov/study/NCT04836559,1.0,0,"ADULT, OLDER_ADULT",2,-0.10852564102579298,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-05-18,2024-02-08,2021-04-08,2024-03-12,0.4446012721662083,1,110.0
NCT04843579,https://clinicaltrials.gov/study/NCT04843579,0.0,0,"ADULT, OLDER_ADULT",2,-0.1902594552153954,3,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-12-29,2022-12-30,2021-04-13,2023-10-25,-0.5894256869444762,0,4.0
NCT04855240,https://clinicaltrials.gov/study/NCT04855240,1.0,0,"ADULT, OLDER_ADULT",2,-0.009057131304484404,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-03-29,2022-03-14,2021-04-22,2023-05-03,-0.6156866890806205,1,239.0
NCT04858997,https://clinicaltrials.gov/study/NCT04858997,1.0,1,"ADULT, OLDER_ADULT",2,-0.07768269227499963,3,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-22,2023-06-30,2021-04-26,2021-07-15,0.12126268336493079,1,150.0
NCT04863014,https://clinicaltrials.gov/study/NCT04863014,0.0,0,"ADULT, OLDER_ADULT",2,-0.1771512019963082,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-07-12,2023-02-15,2021-04-28,2024-05-22,-0.23326084547301817,0,21.0
NCT04877990,https://clinicaltrials.gov/study/NCT04877990,1.0,0,"ADULT, OLDER_ADULT",2,-0.14168181093289586,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-05-07,2023-08-29,2021-05-07,2024-09-24,0.1951217518728368,1,67.0
NCT04881448,https://clinicaltrials.gov/study/NCT04881448,0.0,0,"ADULT, OLDER_ADULT",2,-0.02139431080480175,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-09-16,2022-07-15,2021-05-11,2023-08-04,-0.6944696954890536,1,223.0
NCT04899115,https://clinicaltrials.gov/study/NCT04899115,1.0,0,"ADULT, OLDER_ADULT",2,-0.17869334943384788,3,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-08-06,2023-08-30,2021-05-24,2024-05-07,0.04740361485702476,0,19.0
NCT04903184,https://clinicaltrials.gov/study/NCT04903184,1.0,0,"ADULT, OLDER_ADULT",2,0.00019575332075360397,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-01-06,2021-11-11,2021-05-26,2023-01-26,-0.6829805070544904,1,251.0
NCT04903327,https://clinicaltrials.gov/study/NCT04903327,0.0,0,"ADULT, OLDER_ADULT",2,-0.16018758018337187,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-11-16,2022-11-23,2021-05-26,2023-01-09,-0.579577811143422,0,43.0
NCT04908956,https://clinicaltrials.gov/study/NCT04908956,0.0,0,"ADULT, OLDER_ADULT",2,-0.18871730777785573,1,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-08-04,2024-02-29,2021-06-01,2024-06-28,-0.24803265917459938,0,6.0
NCT04911660,https://clinicaltrials.gov/study/NCT04911660,1.0,0,"ADULT, OLDER_ADULT",2,-0.15479006415198304,3,1,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-08-25,2023-04-28,2021-06-03,2023-05-12,-0.18730409173476553,1,50.0
NCT04922151,https://clinicaltrials.gov/study/NCT04922151,1.0,0,"ADULT, OLDER_ADULT",2,-0.1470793269642847,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-06-04,2023-07-31,2021-06-10,2021-06-10,0.10156693176282251,1,60.0
NCT04924192,https://clinicaltrials.gov/study/NCT04924192,1.0,0,"ADULT, OLDER_ADULT",2,-0.09618846152547565,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-08-18,2023-12-30,2021-06-11,2021-09-21,0.22794800454301728,1,126.0
NCT04928287,https://clinicaltrials.gov/study/NCT04928287,1.0,0,"ADULT, OLDER_ADULT",2,-0.1748379808399987,3,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-06-28,2023-02-06,2021-06-16,2024-05-20,-0.22505428230547306,0,24.0
NCT04932512,https://clinicaltrials.gov/study/NCT04932512,1.0,0,"ADULT, OLDER_ADULT",2,-0.0699719550873013,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-06-17,2024-02-28,2021-06-21,2024-03-29,0.4281881458311181,1,160.0
NCT04932915,https://clinicaltrials.gov/study/NCT04932915,0.0,0,"ADULT, OLDER_ADULT",2,-0.1902594552153954,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-09-03,2022-01-10,2021-06-21,2022-02-21,-0.9784167810861145,0,4.0
NCT04936113,https://clinicaltrials.gov/study/NCT04936113,0.0,0,"CHILD, ADULT, OLDER_ADULT",2,-0.1655850962147607,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-06-02,2021-09-30,2021-06-23,2021-10-28,-0.9931885947876957,0,36.0
NCT04937530,https://clinicaltrials.gov/study/NCT04937530,1.0,0,"ADULT, OLDER_ADULT",2,-0.16250080133968137,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-06-23,2022-08-30,2021-06-24,2021-06-25,-0.4794577404993716,0,40.0
NCT04944368,https://clinicaltrials.gov/study/NCT04944368,1.0,0,"ADULT, OLDER_ADULT",2,0.11508573741745887,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-05-30,2021-12-30,2021-06-29,2022-10-13,-0.8389052072378477,1,400.0
NCT04945733,https://clinicaltrials.gov/study/NCT04945733,0.0,0,"ADULT, OLDER_ADULT",2,-0.14553717952674503,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-08-30,2023-07-03,2021-06-30,2024-09-19,-0.08718402109071512,1,62.0
NCT04949191,https://clinicaltrials.gov/study/NCT04949191,0.0,0,"ADULT, OLDER_ADULT",2,-0.1856330129027764,0,1,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-07-08,2024-04-11,2021-07-02,2024-09-19,0.4642970237683166,0,10.0
NCT04950114,https://clinicaltrials.gov/study/NCT04950114,0.0,0,"ADULT, OLDER_ADULT",2,-0.1694404648086099,0,1,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-07-27,2022-11-02,2021-07-06,2022-11-15,-0.4302183614941009,0,31.0
NCT04954131,https://clinicaltrials.gov/study/NCT04954131,1.0,0,"ADULT, OLDER_ADULT",2,0.3972987184872181,0,1,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-08-10,2022-11-15,2021-07-08,2022-03-10,-0.43185967412760995,1,766.0
